state,year,total_pop,white_pop,black_pop,hispanic_pop,asian_pop,native_pop,islander_pop,multi_race_pop,median_income,poverty_rate,unemployment_rate,unemployed_15_weeks,labor_force_participation_rate,hs_grad_rate,bachelors_grad_rate,zhvi,crude_rate_suicide,crude_rate_od,count:__crimes_against_society,count:__fraud_and_other_financial_crimes,count:__property_crime,count:__violent_crime,rate:__crimes_against_society,rate:__fraud_and_other_financial_crimes,rate:__property_crime,rate:__violent_crime,youth_not_in_school,youth_in_foster_care,youth_living_in_poverty,total_crime_count,total_crime_rate,log_total_crime_rate
NE,2020,1890300,0.7755000000000001,0.045,0.11649999999999999,0.023,0.007,0.0,0.0325,72250,0.083,0.043,0.011000000000000001,0.696,0.919,0.33299999999999996,189029.5901,14.2,9.7,2529.0,300.0,2124.0,2042.0,128.82,15.28,108.19,104.01,18000.0,607.25,61000.0,6995.0,356.3,5.878575765029364
NE,2019,1873600,0.785,0.048,0.113,0.024,0.008,0.0,0.021,73070,0.087,0.031,0.008,0.703,0.92,0.332,177106.5192,15.3,5.6,2996.0,329.0,2698.0,2333.0,152.71,16.77,137.52,118.91,18000.0,637.0,51000.0,8356.0,425.90999999999997,6.056573218179185
NE,2018,1868900,0.787,0.044,0.111,0.023,0.01,0.0,0.029,67580,0.105,0.028999999999999998,0.008,0.698,0.914,0.324,167798.9096,13.4,8.08,3472.0,424.0,3075.0,2521.0,176.97,21.61,156.74,128.49,18000.0,597.0,60000.0,9492.0,483.81,6.183757061605076
NE,2017,1859200,0.792,0.043,0.11,0.025,0.01,0.0,0.023,59620,0.10400000000000001,0.03,0.01,0.6940000000000001,0.9129999999999999,0.317,157906.123,17.9,5.6,3560.0,394.0,3466.0,2451.0,181.45,20.08,176.66,124.93,19000.0,590.0,66000.0,9871.0,503.11999999999995,6.222814334969291
NE,2016,1845000,0.8,0.044,0.106,0.023,0.01,0.0,0.02,59370,0.096,0.031,0.012,0.6990000000000001,0.909,0.314,149703.0432,16.0,8.08,3056.0,339.0,3273.0,2250.0,155.77,17.27,166.83,114.68,19000.0,605.0,66000.0,8918.0,454.55,6.121505480159867
NV,2022,3125400,0.444,0.09,0.303,0.09,0.005,0.006,0.063,72330,0.12,0.052000000000000005,0.03,0.616,0.8740000000000001,0.27,435313.5172,20.4,18.0,4597.0,823.0,7301.0,12084.0,144.68,25.9,229.78,380.31,51000.0,346.25,109000.0,24805.0,780.6700000000001,6.661432656595502
NV,2021,3090300,0.451,0.086,0.301,0.084,0.006,0.007,0.066,64340,0.128,0.068,0.059000000000000004,0.602,0.872,0.276,362795.728,25.2,23.3,4795.0,796.0,7479.0,12393.0,152.38,25.3,237.68,393.85,54000.0,346.25,129000.0,25463.0,809.21,6.69729347332387
NV,2020,3060000,0.4645,0.089,0.297,0.0845,0.0075,0.006500000000000001,0.051500000000000004,61160,0.129,0.13699999999999998,0.027000000000000003,0.613,0.872,0.28,311969.8337,19.5,28.7,2077.0,379.0,3213.0,4692.0,66.66,12.16,103.12,150.59,48166.666666666664,346.25,120833.33333333333,10361.0,332.53,5.809732816332457
NV,2019,3029700,0.478,0.092,0.293,0.085,0.009,0.006,0.037,70910,0.10400000000000001,0.042,0.013999999999999999,0.6409999999999999,0.8690000000000001,0.257,300435.9342,17.5,12.6,99.0,30.0,152.0,199.0,3.19,0.97,4.89,6.41,45000.0,385.0,115000.0,480.0,15.46,2.800933195248924
NH,2022,1358400,0.867,0.014,0.045,0.026,0.001,0.0,0.047,84970,0.083,0.023,0.009000000000000001,0.6559999999999999,0.945,0.413,413106.1551,11.8,12.4,1631.0,285.0,2125.0,3098.0,116.58,20.37,151.89,221.44,11000.0,234.0,17000.0,7139.0,510.28,6.236917385342026
NH,2021,1346700,0.876,0.012,0.043,0.027,0.0,0.0,0.043,88840,0.069,0.034,0.019,0.6559999999999999,0.9440000000000001,0.402,359487.1514,13.4,16.3,1885.0,307.0,2229.0,2954.0,135.85,22.12,160.65,212.9,11000.0,234.0,23000.0,7375.0,531.52,6.277620455563716
NH,2020,1330350,0.887,0.0125,0.040999999999999995,0.0265,0.0,0.0,0.032,88890,0.062,0.067,0.012,0.669,0.941,0.402,302814.1981,17.1,13.5,2059.0,345.0,2402.0,2848.0,149.35,25.02,174.23,206.57,11500.0,234.0,21833.333333333332,7654.0,555.1700000000001,6.321074002912611
NH,2019,1314000,0.898,0.013,0.039,0.026,0.0,0.0,0.021,86900,0.037000000000000005,0.026000000000000002,0.008,0.6890000000000001,0.9329999999999999,0.376,281235.1858,16.9,17.5,2629.0,484.0,2746.0,3320.0,190.85,35.14,199.35,241.01,11000.0,178.0,18000.0,9179.0,666.35,6.5033146459201605
NH,2018,1310300,0.902,0.011,0.038,0.028,0.0,0.0,0.018,81350,0.061,0.026000000000000002,0.01,0.687,0.9309999999999999,0.368,269097.569,17.7,17.7,3271.0,565.0,3308.0,3539.0,237.46,41.01,240.14,256.91,12000.0,240.0,27000.0,10683.0,775.52,6.654822398857175
NH,2017,1297000,0.906,0.013,0.036,0.027,0.01,0.0,0.016,74800,0.066,0.027999999999999997,0.009000000000000001,0.6809999999999999,0.9309999999999999,0.369,252063.5616,23.9,22.7,4119.0,639.0,3718.0,3594.0,299.02,46.38,269.91,260.9,12000.0,270.0,26000.0,12070.0,876.2099999999999,6.776746416387556
NH,2016,1291300,0.911,0.011,0.035,0.025,0.0,0.0,0.018,76260,0.064,0.028999999999999998,0.011000000000000001,0.6859999999999999,0.9279999999999999,0.366,237175.2769,17.5,32.2,4986.0,701.0,4481.0,3769.0,361.95,50.89,325.29,273.61,12000.0,248.0,20000.0,13937.0,1011.74,6.920414807928892
NJ,2022,9091400,0.515,0.118,0.22,0.101,0.001,0.0,0.046,92340,0.087,0.039,0.025,0.64,0.907,0.435,457660.1945,7.1,10.6,2302.0,904.0,6279.0,8128.0,24.86,9.76,67.8,87.77,96000.0,504.5,254000.0,17613.0,190.19,5.253267697994312
NJ,2021,9085100,0.522,0.121,0.216,0.1,0.001,0.0,0.04,88560,0.076,0.067,0.048,0.629,0.91,0.431,414428.7519,7.6,13.0,1189.0,440.0,2625.0,3759.0,12.83,4.74,28.32,40.56,111000.0,504.5,284000.0,8013.0,86.45,4.471067201464611
NM,2022,2057700,0.347,0.015,0.505,0.016,0.081,0.0,0.035,56420,0.20199999999999999,0.040999999999999995,0.02,0.565,0.88,0.305,277305.5958,25.3,27.3,1887.0,480.0,4948.0,6700.0,89.28,22.71,234.11,317.01,38000.0,192.25,105000.0,14015.0,663.11,6.498447798406494
NM,2021,2063100,0.348,0.016,0.503,0.014,0.081,0.0,0.037,53460,0.18,0.071,0.04,0.564,0.875,0.301,242685.7182,29.3,30.0,1903.0,524.0,4731.0,6465.0,89.89,24.75,223.49,305.4,47000.0,192.25,111000.0,13623.0,643.53,6.468521369007335
NM,2020,2052250,0.3575,0.0165,0.499,0.015,0.08399999999999999,0.0,0.027499999999999997,50910,0.166,0.079,0.025,0.56,0.878,0.301,210111.1314,29.0,20.0,1270.0,345.0,3385.0,4486.0,59.95,16.29,159.79,211.75,41500.0,192.25,122000.0,9486.0,447.78,6.106532789935657
NM,2019,2041400,0.367,0.017,0.495,0.016,0.087,0.0,0.018,53110,0.153,0.05,0.019,0.581,0.8590000000000001,0.27699999999999997,194755.4869,29.8,15.1,936.0,359.0,2764.0,3495.0,44.2,16.95,130.53,165.05,36000.0,193.0,116000.0,7554.0,356.73,5.879778511912255
NM,2018,2045300,0.369,0.018,0.491,0.015,0.089,0.0,0.017,48280,0.166,0.049,0.02,0.578,0.8540000000000001,0.27699999999999997,184782.4697,27.8,14.6,958.0,394.0,3169.0,3495.0,45.24,18.61,149.66,165.05,44000.0,202.0,124000.0,8016.0,378.56,5.939012687105558
NY,2022,19161800,0.53,0.133,0.197,0.09,0.002,0.0,0.048,75910,0.127,0.043,0.027000000000000003,0.602,0.879,0.4,434463.1553,6.6,9.9,1760.0,579.0,8722.0,10287.0,8.95,2.95,44.34,52.29,250000.0,3713.0,736000.0,21348.0,108.53,4.696198484335655
NY,2021,19309800,0.535,0.132,0.196,0.087,0.002,0.0,0.048,72920,0.125,0.071,0.052000000000000005,0.595,0.88,0.39899999999999997,398584.1832,7.0,11.3,1789.0,438.0,7717.0,9171.0,9.01,2.2,38.87,46.19,288000.0,3713.0,747000.0,19115.0,96.27,4.577490616881349
NY,2020,19109050,0.5435000000000001,0.136,0.1945,0.0865,0.002,0.0,0.0375,68660,0.11800000000000001,0.099,0.027000000000000003,0.59,0.878,0.395,359584.6094,6.9,13.5,775.0,164.0,2804.0,2424.0,3.85,0.81,13.94,12.06,261666.66666666666,3713.0,764666.6666666666,6167.0,30.660000000000004,3.4550540544528663
NC,2022,10340200,0.609,0.2,0.104,0.031,0.008,0.001,0.046,65070,0.142,0.037000000000000005,0.015,0.612,0.902,0.359,305361.7385,14.7,21.9,24279.0,4092.0,23534.0,26900.0,226.99,38.26,220.02,251.49,138000.0,1308.5,388000.0,78805.0,736.76,6.603618568458395
NC,2021,10211700,0.611,0.197,0.101,0.031,0.009,0.0,0.05,62890,0.11800000000000001,0.049,0.026000000000000002,0.595,0.897,0.349,257268.9666,16.4,21.7,23943.0,3835.0,23650.0,26328.0,226.58,36.29,223.81,249.15,150000.0,1308.5,411000.0,77756.0,735.83,6.602357200724576
NC,2020,10175700,0.619,0.203,0.099,0.03,0.009999999999999998,0.005,0.038,60430,0.138,0.073,0.017,0.589,0.903,0.348,218480.7064,13.8,19.7,22398.0,3860.0,26951.0,23562.0,214.26,36.92,257.81,225.4,145333.33333333334,1308.5,444333.3333333333,76771.0,734.39,6.600400970732835
NC,2019,10139700,0.627,0.209,0.097,0.029,0.011,0.01,0.026,61160,0.127,0.039,0.015,0.615,0.8859999999999999,0.32299999999999995,202930.8519,12.8,12.8,22116.0,4514.0,26870.0,22207.0,211.85,43.24,257.39,212.72,143000.0,1350.0,440000.0,75707.0,725.2,6.587825458980236
ND,2022,744000,0.828,0.026,0.044,0.012,0.039,0.0,0.048,78720,0.09699999999999999,0.02,0.006,0.691,0.9390000000000001,0.318,254157.7343,20.1,23.5,2966.0,420.0,2161.0,2355.0,380.79,53.92,277.43,302.35,5000.0,202.25,23000.0,7902.0,1014.4900000000001,6.9231265336061245
ND,2021,741600,0.827,0.029,0.039,0.014,0.043,0.0,0.044,68880,0.085,0.03,0.015,0.685,0.9359999999999999,0.317,237343.6645,25.7,15.1,2903.0,390.0,2305.0,2444.0,373.14,50.13,296.28,314.14,8000.0,202.25,19000.0,8042.0,1033.69,6.941857143927109
ND,2020,736300,0.834,0.026500000000000003,0.0395,0.014,0.0475,0.0,0.034999999999999996,64120,0.107,0.05,0.009000000000000001,0.6890000000000001,0.935,0.318,226657.0482,14.5,25.3,2961.0,415.0,2240.0,2238.0,379.82,53.24,287.34,287.08,6833.333333333333,202.25,19500.0,7854.0,1007.48,6.9161995257648
ND,2019,731000,0.841,0.024,0.04,0.014,0.052,0.0,0.026,70030,0.081,0.021,0.006,0.6990000000000001,0.935,0.304,219687.756,17.4,16.800000000000004,3110.0,385.0,2451.0,2150.0,399.19,49.42,314.61,275.97,6000.0,165.0,18000.0,8096.0,1039.19,6.947158667756903
ND,2018,730600,0.839,0.03,0.035,0.02,0.051,0.0,0.024,66510,0.09699999999999999,0.024,0.006999999999999999,0.698,0.9229999999999999,0.297,217442.1735,21.6,16.800000000000004,3614.0,492.0,2738.0,2174.0,463.88,63.15,351.44,279.05,7000.0,183.0,17000.0,9018.0,1157.52,7.0548986074264795
ND,2017,726000,0.847,0.029,0.034,0.017,0.056,0.0,0.017,59890,0.113,0.026000000000000002,0.008,0.7070000000000001,0.929,0.307,221350.3624,27.6,10.7,3661.0,449.0,3204.0,2118.0,469.92,57.64,411.26,271.86,7000.0,228.0,19000.0,9432.0,1210.68,7.099763105365513
ND,2016,725900,0.854,0.026,0.031,0.01,0.057,0.0,0.024,60180,0.111,0.031,0.009000000000000001,0.7090000000000001,0.924,0.29600000000000004,224900.4795,21.4,9.4,3561.0,466.0,3253.0,2124.0,457.08,59.81,417.55,272.63,8000.0,233.0,21000.0,9404.0,1207.0700000000002,7.096779323835764
OH,2022,11455600,0.763,0.118,0.044,0.025,0.001,0.0,0.049,67520,0.099,0.04,0.015,0.615,0.9179999999999999,0.32,205121.0655,15.8,17.7,15080.0,1784.0,22845.0,33042.0,128.23,15.17,194.27,280.97,147000.0,2325.25,446000.0,72751.0,618.64,6.429138664238162
OH,2021,11455700,0.767,0.115,0.043,0.024,0.001,0.001,0.049,62690,0.11599999999999999,0.052000000000000005,0.024,0.614,0.917,0.307,185549.1061,15.6,18.1,15859.0,2306.0,25024.0,33062.0,134.79,19.6,212.69,281.02,154000.0,2325.25,475000.0,76251.0,648.0999999999999,6.475586788039423
OH,2020,11403600,0.7765,0.1185,0.041499999999999995,0.0235,0.001,0.0,0.0385,60380,0.127,0.083,0.016,0.616,0.915,0.306,162606.8862,14.8,23.3,12922.0,1850.0,25000.0,30860.0,109.52,15.68,211.9,261.56,145666.66666666666,2325.25,486833.3333333333,70632.0,598.6600000000001,6.3963628279332445
OH,2019,11351500,0.786,0.122,0.04,0.023,0.001,0.0,0.028,64660,0.124,0.042,0.012,0.633,0.9079999999999999,0.293,151783.4084,14.9,17.4,17808.0,2472.0,29508.0,33207.0,150.93,20.95,250.08,281.43,133000.0,2650.0,466000.0,82995.0,703.3900000000001,6.557332180042007
OH,2018,11355900,0.788,0.121,0.038,0.023,0.01,0.0,0.028,61630,0.11900000000000001,0.045,0.015,0.628,0.907,0.29,142975.0506,16.0,17.1,22478.0,2846.0,32470.0,34395.0,190.5,24.12,275.19,291.5,141000.0,2477.0,496000.0,92189.0,781.31,6.6622510814292255
OH,2017,11323500,0.792,0.12,0.037,0.022,0.01,0.01,0.028,59770,0.127,0.05,0.02,0.63,0.903,0.28,134549.3079,15.9,25.2,22993.0,2951.0,36996.0,36179.0,194.87,25.01,313.54,306.62,144000.0,2159.0,513000.0,99119.0,840.0400000000001,6.734639221267575
OH,2016,11278700,0.796,0.121,0.036,0.02,0.01,0.01,0.026,53990,0.13699999999999998,0.051,0.019,0.628,0.9,0.275,128274.7403,12.9,23.8,21731.0,2935.0,36811.0,34408.0,184.17,24.87,311.98,291.61,155000.0,2015.0,525000.0,95885.0,812.63,6.701505717210894
OK,2018,3816100,0.653,0.07,0.109,0.021,0.076,0.01,0.072,54430,0.134,0.033,0.013000000000000001,0.611,0.884,0.256,130984.7924,17.1,7.4,4859.0,777.0,5058.0,4931.0,122.72,19.62,127.74,124.54,59000.0,438.0,203000.0,15625.0,394.62,5.98045415458793
OK,2017,3803700,0.659,0.069,0.105,0.021,0.074,0.01,0.071,55010,0.126,0.04,0.017,0.612,0.8809999999999999,0.255,126374.7562,24.3,8.9,4660.0,712.0,5237.0,4516.0,117.69,17.98,132.27,114.06,66000.0,503.0,203000.0,15125.0,382.0,5.948034989180646
OK,2016,3800800,0.663,0.069,0.103,0.019,0.072,0.01,0.072,50940,0.146,0.047,0.018000000000000002,0.611,0.878,0.252,123018.3421,22.5,8.9,4922.0,778.0,5252.0,4505.0,124.31,19.65,132.64,113.78,73000.0,592.0,217000.0,15457.0,390.38,5.96967895503606
