state,year,total_pop,white_pop,black_pop,hispanic_pop,asian_pop,native_pop,islander_pop,multi_race_pop,median_income,poverty_rate,unemployment_rate,unemployed_15_weeks,labor_force_participation_rate,hs_grad_rate,bachelors_grad_rate,zhvi,crude_rate_suicide,crude_rate_od,offender_age,count:__crimes_against_society,count:__fraud_and_other_financial_crimes,count:__property_crime,count:__violent_crime,rate:__crimes_against_society,rate:__fraud_and_other_financial_crimes,rate:__property_crime,rate:__violent_crime,youth_not_in_school,youth_in_foster_care,youth_living_in_poverty
NJ,2021,9085100,0.522,0.121,0.216,0.1,0.001,0,0.04,88560,7.6,6.7,4.8,62.9,91.0,43.1,414428.7519,7.6,13.0,15-24,1189.0,440.0,2625.0,3759.0,12.83,4.74,28.32,40.56,111000.0,,284000.0
NJ,2020,0,0.0,0,0.0,0.0,0,0,0.0,85550,8.2,9.5,2.6,62.8,90.9,43.1,364930.7064,6.9,14.1,,,,,,,,,,,,
NJ,2019,8699400,0.545,0.124,0.21,0.096,0.001,,0.024,87730,6.3,3.5,1.7,63.8,90.3,41.2,345727.387,7.0,13.3,,,,,,,,,,98000.0,420.0,235000.0
NJ,2018,8728300,0.547,0.126,0.208,0.097,<.01,,0.021,74180,8.2,4.0,2.2,63.0,90.2,40.8,332596.9378,8.5,18.8,,,,,,,,,,104000.0,498.0,264000.0
NJ,2017,8823900,0.55,0.125,0.205,0.098,<.01,,0.021,73000,8.6,4.5,2.2,63.5,89.9,39.7,318909.7721,8.8,21.8,,,,,,,,,,105000.0,541.0,272000.0
NJ,2016,8762700,0.557,0.125,0.2,0.095,<.01,,0.022,68470,9.4,4.9,2.6,63.9,89.3,38.6,309041.9812,6.5,18.9,,,,,,,,,,105000.0,559.0,285000.0
NM,2022,2057700,0.347,0.015,0.505,0.016,0.081,,0.035,56420,20.2,4.1,2.0,56.5,88.0,30.5,277305.5958,25.3,27.3,15-24,1887.0,480.0,4948.0,6700.0,89.28,22.71,234.11,317.01,38000.0,,105000.0
NM,2021,2063100,0.348,0.016,0.503,0.014,0.081,,0.037,53460,18.0,7.1,4.0,56.4,87.5,30.1,242685.7182,29.3,30.0,15-24,1903.0,524.0,4731.0,6465.0,89.89,24.75,223.49,305.4,47000.0,,111000.0
NM,2020,0,0.0,0,0.0,0.0,0,0,0.0,50910,16.6,7.9,2.5,56.0,87.8,30.1,210111.1314,29.0,20.0,15-24,1270.0,345.0,3385.0,4486.0,59.95,16.29,159.79,211.75,,,
NM,2019,2041400,0.367,0.017,0.495,0.016,0.087,,0.018,53110,15.3,5.0,1.9,58.1,85.9,27.7,194755.4869,29.8,15.1,15-24,936.0,359.0,2764.0,3495.0,44.2,16.95,130.53,165.05,36000.0,193.0,116000.0
NM,2018,2045300,0.369,0.018,0.491,0.015,0.089,,0.017,48280,16.6,4.9,2.0,57.8,85.4,27.7,184782.4697,27.8,14.6,15-24,958.0,394.0,3169.0,3495.0,45.24,18.61,149.66,165.05,44000.0,202.0,124000.0
NM,2017,2038200,0.373,0.016,0.49,0.013,0.09,,0.018,47860,18.6,6.0,2.5,58.3,86.1,27.1,177941.8119,32.5,12.0,,,,,,,,,,42000.0,203.0,131000.0
NM,2016,2029400,0.379,0.017,0.486,0.015,0.086,,0.017,48450,17.8,6.8,2.6,58.4,85.4,27.2,173299.8775,20.0,16.2,,,,,,,,,,42000.0,171.0,145000.0
NY,2022,19161800,0.53,0.133,0.197,0.09,0.002,0,0.048,75910,12.7,4.3,2.7,60.2,87.9,40.0,434463.1553,6.6,9.9,15-24,1760.0,579.0,8722.0,10287.0,8.95,2.95,44.34,52.29,250000.0,,736000.0
NY,2021,19309800,0.535,0.132,0.196,0.087,0.002,0,0.048,72920,12.5,7.1,5.2,59.5,88.0,39.9,398584.1832,7.0,11.3,15-24,1789.0,438.0,7717.0,9171.0,9.01,2.2,38.87,46.19,288000.0,,747000.0
NY,2020,0,0.0,0,0.0,0.0,0,0,0.0,68660,11.8,9.9,2.7,59.0,87.8,39.5,359584.6094,6.9,13.5,15-24,775.0,164.0,2804.0,2424.0,3.85,0.81,13.94,12.06,,,
NY,2019,18908300,0.552,0.14,0.193,0.086,0.002,,0.027,71850,12.5,3.9,1.7,60.7,87.6,37.8,342730.7553,9.3,9.0,,,,,,,,,,240000.0,2665.0,712000.0
NY,2018,19016900,0.553,0.141,0.193,0.085,<.01,,0.026,67270,11.1,4.1,1.9,60.6,87.1,37.2,325516.8133,7.8,10.2,,,,,,,,,,248000.0,2527.0,743000.0
NY,2017,19315700,0.552,0.142,0.193,0.087,<.01,<.01,0.025,62450,13.4,4.6,2.1,60.8,86.6,36.0,305966.1925,7.7,11.6,,,,,,,,,,266000.0,4739.0,803000.0
NY,2016,19221500,0.556,0.142,0.191,0.085,<.01,<.01,0.025,61440,11.9,4.9,2.3,60.6,86.3,35.7,289577.4648,7.7,13.7,,,,,,,,,,278000.0,4921.0,847000.0
NC,2022,10340200,0.609,0.2,0.104,0.031,0.008,0.001,0.046,65070,14.2,3.7,1.5,61.2,90.2,35.9,305361.7385,14.7,21.9,15-24,24279.0,4092.0,23534.0,26900.0,226.99,38.26,220.02,251.49,138000.0,,388000.0
NC,2021,10211700,0.611,0.197,0.101,0.031,0.009,0,0.05,62890,11.8,4.9,2.6,59.5,89.7,34.9,257268.9666,16.4,21.7,15-24,23943.0,3835.0,23650.0,26328.0,226.58,36.29,223.81,249.15,150000.0,,411000.0
NC,2020,0,0.0,0,0.0,0.0,0,0,0.0,60430,13.8,7.3,1.7,58.9,90.3,34.8,218480.7064,13.8,19.7,15-24,22398.0,3860.0,26951.0,23562.0,214.26,36.92,257.81,225.4,,,
NC,2019,10139700,0.627,0.209,0.097,0.029,0.011,<.01,0.026,61160,12.7,3.9,1.5,61.5,88.6,32.3,202930.8519,12.8,12.8,15-24,22116.0,4514.0,26870.0,22207.0,211.85,43.24,257.39,212.72,143000.0,1350.0,440000.0
NC,2018,10044400,0.629,0.209,0.096,0.029,0.01,<.01,0.027,53370,13.1,4.0,1.5,61.2,88.2,31.9,191202.4868,13.3,13.7,,,,,,,,,,144000.0,1128.0,456000.0
NC,2017,9948800,0.631,0.21,0.094,0.028,0.011,<.01,0.026,50340,14.5,4.5,2.0,61.4,87.8,31.3,179093.9646,13.1,17.5,,,,,,,,,,146000.0,1358.0,481000.0
NC,2016,9829900,0.636,0.211,0.092,0.027,0.011,<.01,0.023,53760,13.6,5.1,2.4,61.2,87.3,30.4,169005.4652,12.7,12.4,,,,,,,,,,151000.0,1398.0,490000.0
ND,2022,744000,0.828,0.026,0.044,0.012,0.039,,0.048,78720,9.7,2.0,0.6,69.1,93.9,31.8,254157.7343,20.1,23.5,15-24,2966.0,420.0,2161.0,2355.0,380.79,53.92,277.43,302.35,5000.0,,23000.0
ND,2021,741600,0.827,0.029,0.039,0.014,0.043,,0.044,68880,8.5,3.0,1.5,68.5,93.6,31.7,237343.6645,25.7,15.1,15-24,2903.0,390.0,2305.0,2444.0,373.14,50.13,296.28,314.14,8000.0,,19000.0
ND,2020,0,0.0,0,0.0,0.0,0,0,0.0,64120,10.7,5.0,0.9,68.9,93.5,31.8,226657.0482,14.5,25.3,15-24,2961.0,415.0,2240.0,2238.0,379.82,53.24,287.34,287.08,,,
ND,2019,731000,0.841,0.024,0.04,0.014,0.052,,0.026,70030,8.1,2.1,0.6,69.9,93.5,30.4,219687.756,17.4,,15-24,3110.0,385.0,2451.0,2150.0,399.19,49.42,314.61,275.97,6000.0,165.0,18000.0
ND,2018,730600,0.839,0.03,0.035,0.02,0.051,,0.024,66510,9.7,2.4,0.7,69.8,92.3,29.7,217442.1735,21.6,,15-24,3614.0,492.0,2738.0,2174.0,463.88,63.15,351.44,279.05,7000.0,183.0,17000.0
ND,2017,726000,0.847,0.029,0.034,0.017,0.056,,0.017,59890,11.3,2.6,0.8,70.7,92.9,30.7,221350.3624,27.6,10.7,15-24,3661.0,449.0,3204.0,2118.0,469.92,57.64,411.26,271.86,7000.0,228.0,19000.0
ND,2016,725900,0.854,0.026,0.031,0.01,0.057,,0.024,60180,11.1,3.1,0.9,70.9,92.4,29.6,224900.4795,21.4,9.4,15-24,3561.0,466.0,3253.0,2124.0,457.08,59.81,417.55,272.63,8000.0,233.0,21000.0
OH,2022,11455600,0.763,0.118,0.044,0.025,0.001,0,0.049,67520,9.9,4.0,1.5,61.5,91.8,32.0,205121.0655,15.8,17.7,15-24,15080.0,1784.0,22845.0,33042.0,128.23,15.17,194.27,280.97,147000.0,,446000.0
OH,2021,11455700,0.767,0.115,0.043,0.024,0.001,0.001,0.049,62690,11.6,5.2,2.4,61.4,91.7,30.7,185549.1061,15.6,18.1,15-24,15859.0,2306.0,25024.0,33062.0,134.79,19.6,212.69,281.02,154000.0,,475000.0
OH,2020,0,0.0,0,0.0,0.0,0,0,0.0,60380,12.7,8.3,1.6,61.6,91.5,30.6,162606.8862,14.8,23.3,15-24,12922.0,1850.0,25000.0,30860.0,109.52,15.68,211.9,261.56,,,
OH,2019,11351500,0.786,0.122,0.04,0.023,0.001,,0.028,64660,12.4,4.2,1.2,63.3,90.8,29.3,151783.4084,14.9,17.4,15-24,17808.0,2472.0,29508.0,33207.0,150.93,20.95,250.08,281.43,133000.0,2650.0,466000.0
OH,2018,11355900,0.788,0.121,0.038,0.023,<.01,,0.028,61630,11.9,4.5,1.5,62.8,90.7,29.0,142975.0506,16.0,17.1,15-24,22478.0,2846.0,32470.0,34395.0,190.5,24.12,275.19,291.5,141000.0,2477.0,496000.0
OH,2017,11323500,0.792,0.12,0.037,0.022,<.01,<.01,0.028,59770,12.7,5.0,2.0,63.0,90.3,28.0,134549.3079,15.9,25.2,15-24,22993.0,2951.0,36996.0,36179.0,194.87,25.01,313.54,306.62,144000.0,2159.0,513000.0
OH,2016,11278700,0.796,0.121,0.036,0.02,<.01,<.01,0.026,53990,13.7,5.1,1.9,62.8,90.0,27.5,128274.7403,12.9,23.8,15-24,21731.0,2935.0,36811.0,34408.0,184.17,24.87,311.98,291.61,155000.0,2015.0,525000.0
OK,2022,3881900,0.628,0.065,0.122,0.023,0.069,,0.092,63440,16.9,3.0,1.3,61.7,89.6,28.5,189204.6648,15.7,14.1,15-24,6367.0,1464.0,9138.0,12203.0,158.42,36.42,227.35,303.61,63000.0,,185000.0
OK,2021,3858600,0.629,0.065,0.119,0.023,0.069,0.001,0.093,60100,15.1,4.0,2.0,61.1,88.7,27.9,166334.8357,24.0,12.4,15-24,6218.0,1304.0,9778.0,11461.0,155.78,32.67,244.96,287.13,69000.0,,199000.0
OK,2020,0,0.0,0,0.0,0.0,0,0,0.0,52470,15.5,6.3,1.3,60.8,89.2,27.0,146439.8712,24.0,9.6,15-24,3986.0,941.0,6988.0,6621.0,100.52,23.73,176.23,166.97,,,
OK,2019,3826900,0.65,0.069,0.111,0.021,0.077,0.001,0.071,59400,10.8,3.1,1.2,61.2,88.4,26.2,136523.4446,22.4,8.2,15-24,4636.0,1039.0,7007.0,6183.0,117.09,26.25,176.98,156.16,62000.0,467.0,186000.0
OK,2018,3816100,0.653,0.07,0.109,0.021,0.076,<.01,0.072,54430,13.4,3.3,1.3,61.1,88.4,25.6,130984.7924,17.1,7.4,15-24,4859.0,777.0,5058.0,4931.0,122.72,19.62,127.74,124.54,59000.0,438.0,203000.0
OK,2017,3803700,0.659,0.069,0.105,0.021,0.074,<.01,0.071,55010,12.6,4.0,1.7,61.2,88.1,25.5,126374.7562,24.3,8.9,15-24,4660.0,712.0,5237.0,4516.0,117.69,17.98,132.27,114.06,66000.0,503.0,203000.0
OK,2016,3800800,0.663,0.069,0.103,0.019,0.072,<.01,0.072,50940,14.6,4.7,1.8,61.1,87.8,25.2,123018.3421,22.5,8.9,15-24,4922.0,778.0,5252.0,4505.0,124.31,19.65,132.64,113.78,73000.0,592.0,217000.0
OR,2022,4159500,0.718,0.017,0.144,0.045,0.007,0.004,0.065,86780,9.9,3.9,1.6,62.5,91.6,36.3,496733.323,19.7,17.0,15-24,2302.0,805.0,6214.0,6958.0,54.3,18.98,146.58,164.13,51000.0,,112000.0
OR,2021,4163500,0.721,0.018,0.14,0.045,0.007,0.004,0.065,81850,9.2,5.2,3.2,62.1,91.9,36.3,444419.1905,17.2,19.2,15-24,2456.0,874.0,6356.0,6683.0,57.7,20.53,149.33,157.01,59000.0,,113000.0
OR,2020,0,0.0,0,0.0,0.0,0,0,0.0,76850,9.4,7.6,1.7,61.4,91.9,36.3,379437.8773,18.5,14.9,15-24,3735.0,1034.0,7388.0,6474.0,87.98,24.35,174.04,152.5,,,
OR,2019,4128900,0.75,0.018,0.134,0.047,0.009,0.003,0.04,74410,8.1,3.7,1.3,61.5,91.4,34.5,357568.7182,21.4,7.8,15-24,5223.0,1378.0,8826.0,7056.0,123.26,32.52,208.3,166.52,55000.0,738.0,110000.0
OR,2018,4110800,0.752,0.018,0.133,0.046,0.01,<.01,0.038,69170,9.7,4.0,1.3,61.8,90.5,34.0,344125.2532,22.6,6.4,15-24,6386.0,1628.0,10002.0,7917.0,150.71,38.42,236.05,186.84,53000.0,796.0,134000.0
OR,2017,4063000,0.758,0.017,0.13,0.045,0.01,<.01,0.038,64610,10.2,4.1,1.4,62.4,91.0,33.7,321815.2337,19.0,9.6,15-24,6458.0,1563.0,10456.0,7403.0,152.41,36.89,246.77,174.72,54000.0,816.0,141000.0
OR,2016,4014500,0.763,0.017,0.127,0.042,0.01,<.01,0.037,59140,11.8,4.8,1.6,62.3,90.3,32.7,293495.9521,17.3,8.9,15-24,6773.0,1652.0,11453.0,7280.0,159.85,38.99,270.29,171.81,55000.0,891.0,144000.0
PA,2022,12544400,0.733,0.098,0.087,0.037,0.001,,0.045,72210,10.9,4.1,2.0,61.8,92.2,35.1,247174.4106,12.3,13.2,15-24,7896.0,1175.0,7539.0,12968.0,60.87,9.05,58.12,99.97,146000.0,,394000.0
PA,2021,12564000,0.739,0.097,0.084,0.037,0.001,,0.043,72630,10.8,5.9,3.8,61.5,91.9,34.5,226270.9846,12.8,18.2,15-24,8426.0,1122.0,5928.0,11225.0,64.74,8.62,45.55,86.26,169000.0,,446000.0
PA,2020,0,0.0,0,0.0,0.0,0,0,0.0,70790,10.7,8.9,2.4,62.3,91.6,34.0,200400.766,11.4,18.2,15-24,70.0,12.0,78.0,60.0,0.54,0.1,0.6,0.47,,,
PA,2019,12377600,0.76,0.104,0.078,0.035,0.001,<.01,0.023,70580,8.7,4.3,1.5,63.2,91.0,32.3,187792.248,11.5,15.7,15-24,139.0,20.0,124.0,143.0,1.07,0.15,0.95,1.1,138000.0,2624.0,435000.0
PA,2018,12388100,0.763,0.103,0.076,0.035,<.01,,0.022,64520,11.8,4.4,1.7,62.7,91.0,31.8,180184.7427,14.0,18.9,15-24,282.0,56.0,250.0,225.0,2.17,0.43,1.92,1.73,157000.0,2986.0,435000.0
PA,2017,12389100,0.767,0.105,0.073,0.034,<.01,,0.02,63170,11.2,5.0,2.1,62.6,90.6,31.4,171916.2274,15.4,28.4,15-24,390.0,87.0,426.0,289.0,3.0,0.67,3.27,2.23,169000.0,3095.0,444000.0
PA,2016,12364700,0.773,0.103,0.07,0.033,<.01,<.01,0.02,60980,11.1,5.3,2.1,63.1,90.1,30.8,165788.6943,13.5,25.7,15-24,348.0,83.0,506.0,312.0,2.68,0.64,3.89,2.4,163000.0,3209.0,486000.0
RI,2022,1048800,0.68,0.045,0.179,0.032,,,0.062,80650,8.4,6.0,1.7,63.7,90.5,39.6,407270.5413,,13.4,15-24,862.0,241.0,1523.0,1748.0,78.8,22.03,139.23,159.8,11000.0,,23000.0
RI,2021,1050300,0.689,0.043,0.174,0.03,0.002,,0.06,74980,9.4,8.0,3.7,63.8,89.1,36.5,363368.6169,9.4,16.8,15-24,1146.0,225.0,1435.0,1641.0,104.45,20.51,130.8,149.57,12000.0,,30000.0
RI,2020,0,0.0,0,0.0,0.0,0,0,0.0,80170,8.5,8.8,2.1,63.7,90.1,38.0,312834.2895,,16.7,15-24,1089.0,219.0,1671.0,1803.0,99.32,19.97,152.4,164.44,,,
RI,2019,1017100,0.705,0.059,0.166,0.033,0.002,,0.033,70150,9.2,8.3,1.5,64.4,89.3,34.8,293561.8576,,12.3,15-24,1312.0,259.0,2038.0,2151.0,119.56,23.6,185.71,196.01,12000.0,304.0,28000.0
RI,2018,1014000,0.715,0.056,0.16,0.034,,,0.031,62270,8.9,9.2,1.7,64.5,89.1,34.4,283383.7206,,11.5,15-24,1769.0,379.0,2379.0,2344.0,161.2,34.54,216.79,213.6,13000.0,304.0,36000.0
RI,2017,1015900,0.722,0.054,0.155,0.035,<.01,,0.03,66390,12.2,10.9,2.0,64.4,88.3,33.5,264991.8665,11.2,11.9,15-24,1902.0,373.0,2622.0,2433.0,173.32,34.0,238.94,221.71,11000.0,297.0,34000.0
RI,2016,1013900,0.728,0.056,0.151,0.033,<.01,,0.028,61530,11.4,11.8,2.6,64.5,88.5,34.1,246941.0804,7.2,15.1,15-24,2168.0,391.0,2929.0,2487.0,197.57,35.63,266.91,226.63,11000.0,283.0,35000.0
SC,2022,5117400,0.628,0.247,0.064,0.017,0.002,,0.041,61770,12.9,3.2,1.5,57.1,90.5,32.6,274216.2739,13.8,22.0,15-24,16129.0,2354.0,13371.0,17465.0,305.3,44.56,253.1,330.59,77000.0,,211000.0
SC,2021,5040600,0.628,0.247,0.063,0.016,0.002,,0.043,62540,13.7,5.5,2.2,57.5,89.6,31.5,232083.0341,18.1,23.9,15-24,15843.0,2310.0,13382.0,17338.0,305.03,44.48,257.65,333.82,77000.0,,221000.0
SC,2020,0,0.0,0,0.0,0.0,0,0,0.0,60340,13.4,9.2,1.4,57.7,89.4,31.7,201628.277,20.5,20.5,15-24,15414.0,2334.0,15672.0,17018.0,300.34,45.48,305.37,331.6,,,
SC,2019,4984200,0.637,0.262,0.057,0.017,0.003,,0.022,62030,15.1,3.5,1.2,58.3,88.3,29.6,188719.9964,16.6,12.5,15-24,16855.0,2875.0,17681.0,18709.0,329.3,56.17,345.44,365.52,73000.0,583.0,215000.0
SC,2018,4929800,0.638,0.263,0.058,0.016,<.01,,0.022,57440,12.8,4.0,1.6,57.8,88.4,28.3,179330.0578,16.9,13.7,15-24,20629.0,2999.0,19169.0,19902.0,403.03,58.59,374.51,388.83,77000.0,585.0,246000.0
SC,2017,4864600,0.64,0.267,0.056,0.015,<.01,,0.02,54970,15.6,4.5,1.8,58.0,87.4,28.0,169454.5192,14.9,12.8,15-24,20420.0,3353.0,21583.0,20354.0,398.95,65.51,421.67,397.66,74000.0,554.0,245000.0
SC,2016,4805300,0.64,0.267,0.055,0.015,<.01,,0.021,54340,14.1,5.2,2.3,58.8,86.6,27.2,161701.4455,16.0,11.0,15-24,19172.0,3506.0,23984.0,22054.0,374.57,68.5,468.58,430.87,74000.0,551.0,249000.0
SD,2022,873400,0.801,0.019,0.046,0.014,0.072,,0.045,67180,9.1,3.2,0.5,68.4,93.2,31.6,290866.7045,35.4,8.0,15-24,2819.0,324.0,2223.0,2925.0,309.83,35.6,244.33,321.48,10000.0,,32000.0
SD,2021,863800,0.802,0.02,0.04,0.015,0.076,,0.045,73890,8.4,3.9,1.1,68.8,93.1,31.7,251845.9953,42.4,,15-24,3151.0,414.0,1911.0,2982.0,351.55,46.19,213.21,332.71,11000.0,,31000.0
SD,2020,0,0.0,0,0.0,0.0,0,0,0.0,70190,11.6,6.0,1.3,68.9,92.2,28.4,221331.476,29.6,8.4,15-24,3669.0,494.0,2719.0,2880.0,413.25,55.64,306.24,324.37,,,
SD,2019,851300,0.819,0.022,0.037,0.013,0.084,,0.024,64260,10.6,2.8,1.0,69.4,92.1,29.7,208272.3938,36.9,11.1,15-24,4311.0,570.0,2807.0,2798.0,486.21,64.28,316.58,315.56,10000.0,153.0,31000.0
SD,2018,848700,0.816,0.022,0.038,0.013,0.086,,0.025,59460,10.6,3.4,1.0,69.2,92.3,29.2,198422.3604,30.7,8.5,15-24,4569.0,611.0,2928.0,2695.0,515.3,68.91,330.22,303.95,10000.0,144.0,34000.0
SD,2017,837000,0.825,0.021,0.036,0.013,0.084,,0.022,56890,10.4,4.2,1.0,69.1,91.7,28.1,189437.6255,31.0,,15-24,4637.0,575.0,3362.0,2610.0,522.97,64.85,379.17,294.36,10000.0,137.0,34000.0
SD,2016,835800,0.827,0.013,0.037,0.015,0.087,,0.02,57450,14.5,4.9,0.8,69.5,91.2,28.9,181737.2332,27.9,,15-24,4666.0,556.0,3862.0,2741.0,526.24,62.7,435.56,309.13,10000.0,124.0,35000.0
TN,2022,6875900,0.721,0.152,0.063,0.019,0.001,0.001,0.044,65380,10.5,2.0,1.3,60.4,90.4,31.1,297733.91,16.2,26.6,15-24,18562.0,3142.0,19230.0,27284.0,263.33,44.58,272.81,387.06,96000.0,,266000.0
TN,2021,6796100,0.723,0.151,0.06,0.017,0.001,,0.048,62170,10.6,2.6,2.4,60.5,89.7,30.5,249966.9271,16.5,27.4,15-24,18923.0,3050.0,19284.0,27773.0,271.73,43.8,276.92,398.83,108000.0,,272000.0
TN,2020,0,0.0,0,0.0,0.0,0,0,0.0,54970,13.1,4.2,1.6,60.5,89.7,30.7,214528.5328,15.4,25.4,15-24,18258.0,3129.0,23150.0,27583.0,263.61,45.18,334.24,398.25,,,
TN,2019,6640900,0.736,0.164,0.057,0.018,0.003,,0.022,56630,13.1,2.8,1.0,61.9,88.0,28.7,197744.8719,15.5,17.3,15-24,21493.0,4025.0,26425.0,30888.0,311.01,58.25,382.37,446.96,89000.0,2077.0,291000.0
TN,2018,6586400,0.738,0.165,0.055,0.017,<.01,,0.022,56060,12.0,2.8,1.0,61.0,87.8,27.5,184810.4038,14.7,14.1,15-24,24965.0,4325.0,28558.0,33499.0,361.25,62.58,413.24,484.73,108000.0,2068.0,331000.0
TN,2017,6538200,0.741,0.164,0.054,0.018,<.01,,0.021,55240,11.5,3.1,1.5,60.5,87.8,27.3,172208.9585,14.9,14.4,15-24,26031.0,4644.0,30650.0,35517.0,376.67,67.2,443.51,513.94,101000.0,2206.0,315000.0
TN,2016,6467700,0.744,0.164,0.052,0.018,<.01,,0.019,51340,14.9,3.0,1.9,60.2,87.0,26.1,160104.0511,14.0,13.1,15-24,25436.0,4957.0,30504.0,36873.0,368.07,71.73,441.4,533.55,105000.0,2153.0,334000.0
TX,2022,29322500,0.389,0.115,0.405,0.054,0.001,0.001,0.036,74640,13.5,3.4,1.6,64.1,86.1,33.9,298431.8276,16.0,12.6,15-24,64713.0,8841.0,66307.0,96309.0,215.49,29.44,220.81,320.71,486000.0,,1412000.0
TX,2021,28845300,0.393,0.114,0.404,0.052,0.002,0.001,0.035,67400,13.5,4.5,3.2,63.6,85.4,33.1,253290.688,16.7,12.1,15-24,62370.0,8178.0,65165.0,97598.0,210.99,27.66,220.44,330.15,508000.0,,1441000.0
TX,2020,0,0.0,0,0.0,0.0,0,0,0.0,68400,14.0,7.5,1.7,63.0,85.8,33.2,220966.253,16.0,10.2,15-24,48153.0,7119.0,62111.0,78990.0,164.72,24.35,212.46,270.2,,,
TX,2019,28286200,0.411,0.117,0.4,0.05,0.003,0.001,0.019,67440,11.1,3.3,1.1,64.0,84.6,30.8,209784.662,15.2,5.4,15-24,41287.0,6757.0,56533.0,62550.0,141.66,23.19,193.97,214.61,434000.0,2957.0,1401000.0
TX,2018,28024000,0.414,0.116,0.398,0.05,<.01,<.01,0.019,59790,13.7,3.5,1.4,63.9,84.0,30.3,200646.5253,14.3,5.7,15-24,28615.0,4407.0,39331.0,41274.0,98.18,15.12,134.95,141.61,462000.0,2907.0,1545000.0
TX,2017,27621300,0.419,0.116,0.397,0.048,<.01,<.01,0.018,59300,13.4,3.8,1.7,63.8,83.6,29.6,188880.9498,15.2,6.5,15-24,17290.0,2298.0,19456.0,17350.0,59.32,7.89,66.75,59.53,477000.0,2855.0,1525000.0
TX,2016,27178300,0.425,0.115,0.393,0.047,<.01,<.01,0.018,58150,13.8,4.8,1.7,63.9,82.9,28.9,177245.5816,13.4,6.7,15-24,12644.0,1855.0,16343.0,12473.0,43.38,6.37,56.08,42.79,479000.0,2860.0,1619000.0
UT,2022,3321500,0.756,0.01,0.152,0.026,0.007,0.011,0.039,95800,6.0,3.9,0.6,68.8,93.0,37.9,527624.7927,21.1,7.3,15-24,9000.0,737.0,7286.0,7096.0,266.18,21.8,215.49,209.86,45000.0,,78000.0
UT,2021,3281800,0.76,0.01,0.147,0.025,0.006,0.008,0.044,87650,7.9,5.6,1.2,68.0,93.2,36.8,450383.8708,21.2,9.9,15-24,8745.0,710.0,7259.0,6977.0,261.88,21.26,217.38,208.94,42000.0,,76000.0
UT,2020,0,0.0,0,0.0,0.0,0,0,0.0,83990,7.4,7.7,0.8,68.0,94.0,36.9,366694.0076,22.0,8.9,15-24,7942.0,641.0,7291.0,5984.0,241.84,19.52,222.02,182.22,,,
UT,2019,3154100,0.778,0.01,0.144,0.023,0.01,0.008,0.027,84520,7.3,3.5,0.7,68.5,93.0,34.8,336610.8071,26.4,7.5,15-24,8508.0,842.0,8073.0,6121.0,260.05,25.74,246.76,187.09,39000.0,460.0,91000.0
UT,2018,3105900,0.78,0.012,0.141,0.023,0.01,0.01,0.026,77070,6.9,3.9,0.7,68.5,92.4,34.9,312339.5735,23.5,11.8,15-24,10268.0,907.0,8303.0,6347.0,313.85,27.73,253.79,194.0,34000.0,483.0,87000.0
UT,2017,3047400,0.785,0.011,0.14,0.024,0.01,0.01,0.023,71320,8.6,4.3,1.1,68.8,92.1,34.6,285466.6319,25.0,13.1,15-24,10517.0,1031.0,9108.0,6143.0,321.46,31.51,278.39,187.77,42000.0,594.0,98000.0
UT,2016,2999300,0.788,0.01,0.138,0.024,0.01,0.01,0.024,67480,8.6,4.7,1.2,68.4,91.7,32.6,262777.5188,20.6,11.0,15-24,9953.0,1062.0,10082.0,6426.0,304.23,32.46,308.17,196.42,42000.0,641.0,101000.0
VT,2022,624300,0.904,0.008,0.022,0.015,,,0.049,72190,9.0,2.4,1.0,63.6,95.0,44.2,363019.3169,14.9,18.3,15-24,206.0,77.0,607.0,831.0,31.84,11.9,93.8,128.42,6000.0,,13000.0
VT,2021,619700,0.906,0.011,0.02,0.018,,,0.044,76080,7.5,2.8,2.1,62.4,94.5,44.4,320137.2335,12.5,21.6,15-24,198.0,120.0,653.0,771.0,30.6,18.54,100.91,119.15,7000.0,,12000.0
VT,2020,0,0.0,0,0.0,0.0,0,0,0.0,67260,8.6,4.8,1.0,63.6,94.2,42.1,277080.2746,17.6,,15-24,175.0,73.0,617.0,689.0,27.22,11.36,95.96,107.17,,,
VT,2019,598100,0.928,0.011,0.018,0.016,0.007,,0.02,74310,8.6,2.5,0.5,66.4,93.1,38.7,262325.7031,12.7,,15-24,274.0,89.0,827.0,861.0,42.61,13.84,128.6,133.89,5000.0,179.0,11000.0
VT,2018,600600,0.929,0.011,0.018,0.019,<.01,,0.019,70070,9.7,2.9,0.9,67.0,93.5,38.7,255729.6967,14.7,,15-24,364.0,152.0,881.0,857.0,56.6,23.64,137.0,133.26,6000.0,223.0,14000.0
VT,2017,600200,0.931,0.012,0.017,0.017,,,0.02,63810,10.2,3.2,1.0,67.3,92.6,38.3,245043.4988,15.9,17.0,15-24,412.0,77.0,859.0,683.0,64.06,11.98,133.58,106.21,6000.0,219.0,16000.0
VT,2016,599600,0.935,0.01,0.019,0.011,0.01,,0.023,60840,9.6,3.4,0.9,67.1,92.1,36.4,234555.1117,12.3,,15-24,490.0,91.0,1010.0,751.0,76.2,14.15,157.06,116.78,8000.0,206.0,17000.0
